"TUITIONFEE_OUT","ADM_RATE","STABBR","INSTNM","COSTT4_A","UGDS","ACTCM25","ACTCM75","SATMT25","SATMT75"
"9880","NULL","NY","JamestownCommunityCollege","14403","2890","NULL","NULL","NULL","NULL"
"12300","0.9225","NY","JamestownBusinessCollege","18841","296","NULL","NULL","NULL","NULL"
"7115","NULL","NY","JeffersonCommunityCollege","14164","2854","NULL","NULL","NULL","NULL"
"20340","0.5189","NY","JewishTheologicalSeminaryofAmerica","62628","152","28","32","630","710"
"39720","0.0643","NY","TheJuilliardSchool","57656","489","NULL","NULL","NULL","NULL"
"NULL","NULL","NY","SBICampusAnAffiliateofSanfordBrown","NULL","128","NULL","NULL","NULL","NULL"
"9400","NULL","NY","KehilathYakovRabbinicalSeminary","13700","147","NULL","NULL","NULL","NULL"
"28917","0.7668","NY","KeukaCollege","44386","1716","NULL","NULL","NULL","NULL"
"24825","0.9056","NY","LIMCollege","42884","1515","18","24","410","530"
"32250","0.6176","NY","LeMoyneCollege","44455","2769","21","25","500","590"
"35546","0.909","NY","LIUBrooklyn","44488","4568","NULL","NULL","NULL","NULL"
"35546","0.8058","NY","LIUPost","48247","3443","19","24","460","560"
"NULL","NULL","NY","LongIslandBeautySchoolHempstead","NULL","129","NULL","NULL","NULL","NULL"
"14279","NULL","NY","LongIslandBusinessInstitute","20648","566","NULL","NULL","NULL","NULL"
"NULL","NULL","NY","LIUHudsonatRockland","NULL","NULL","NULL","NULL","NULL","NULL"
"NULL","NULL","NY","LIUBrentwood","NULL","10","NULL","NULL","NULL","NULL"
"11050","1","NY","MachzikeiHadathRabbinicalCollege","17240","153","NULL","NULL","NULL","NULL"
"13095","NULL","NY","MandlSchoolTheCollegeofAlliedHealth","24732","722","NULL","NULL","NULL","NULL"
"38580","0.6685","NY","ManhattanCollege","50517","3576","22","27","500","610"
"42600","0.4607","NY","ManhattanSchoolofMusic","55836","410","NULL","NULL","NULL","NULL"
"36220","0.7411","NY","ManhattanvilleCollege","49750","1743","NULL","NULL","NULL","NULL"
"13340","0.4608","NY","MariaCollegeofAlbany","17141","824","NULL","NULL","NULL","NULL"
"9150","1","NY","MarionSWhelanSchoolofNursingofGenevaGeneralHospital","13742","30","NULL","NULL","NULL","NULL"
"33840","0.4496","NY","MaristCollege","49201","5206","NULL","NULL","NULL","NULL"
"28700","0.8381","NY","MarymountManhattanCollege","48756","1875","20","26","440","550"
"26252","0.6919","NY","MedailleCollege","32691","1521","15","23","370","500"
"11288","0.6","NY","MemorialCollegeofNursing","29425","119","NULL","NULL","NULL","NULL"
"NULL","NULL","NY","MemorialHospitalSchoolofRadiationTherapyTechnology","NULL","15","NULL","NULL","NULL","NULL"
"18076","0.6569","NY","MercyCollege","27517","6410","NULL","NULL","NULL","NULL"
"11010","0.8","NY","MesivtaTorahVodaathRabbinicalSeminary","18340","250","NULL","NULL","NULL","NULL"
"8600","0.5","NY","MesivtaofEasternParkwayYeshivaZichronMeilech","NULL","24","NULL","NULL","NULL","NULL"
"10250","0.8333","NY","MesivthaTiferethJerusalemofAmerica","14750","49","NULL","NULL","NULL","NULL"
"NULL","0.3561","NY","SouthernWestchesterBOCESPracticalNursingProgram","NULL","172","NULL","NULL","NULL","NULL"
"NULL","NULL","NY","MidwayParisBeautySchool","NULL","93","NULL","NULL","NULL","NULL"
"11205","NULL","NY","MildredElleySchoolAlbanyCampus","23890","731","NULL","NULL","NULL","NULL"
"6650","0.8571","NY","MirrerYeshivaCentInstitute","14296","145","NULL","NULL","NULL","NULL"
"NULL","NULL","NY","ModernWeldingSchool","NULL","74","NULL","NULL","NULL","NULL"
"8576","NULL","NY","MohawkValleyCommunityCollege","12725","4613","NULL","NULL","NULL","NULL"
"28030","0.7552","NY","MolloyCollege","40755","3373","21","26","490","580"
"14148","0.453","NY","MonroeCollege","21647","5993","NULL","NULL","NULL","NULL"
"8354","NULL","NY","MonroeCommunityCollege","12212","13385","NULL","NULL","NULL","NULL"
"28233","0.8957","NY","MountSaintMaryCollege","40492","2140","20","24","430","530"
"22490","0.8606","NY","CollegeofMountSaintVincent","41294","1586","18","22","400","490"
"NULL","NULL","NY","IcahnSchoolofMedicineatMountSinai","NULL","NULL","NULL","NULL","NULL","NULL"
"9388","NULL","NY","NassauCommunityCollege","9833","19444","NULL","NULL","NULL","NULL"
"31745","0.7555","NY","NazarethCollege","44771","2078","NULL","NULL","NULL","NULL"
"15800","0.7742","NY","NeighborhoodPlayhouseSchooloftheTheater","25508","81","NULL","NULL","NULL","NULL"
"33600","0.7339","NY","TheCollegeofNewRochelle","47032","2967","20","23","420","500"
"43813","0.6662","NY","TheNewSchool","60109","6752","NULL","NULL","NULL","NULL"
"NULL","NULL","NY","NewSchoolofRadioandTelevision","NULL","59","NULL","NULL","NULL","NULL"
"NULL","NULL","NY","NewYorkChiropracticCollege","NULL","NULL","NULL","NULL","NULL","NULL"
"NULL","NULL","NY","StarCareerAcademyNewYork","NULL","478","NULL","NULL","NULL","NULL"
"NULL","NULL","NY","NewYorkLawSchool","NULL","NULL","NULL","NULL","NULL","NULL"
"NULL","NULL","NY","NewYorkMedicalCollege","NULL","NULL","NULL","NULL","NULL","NULL"
"NULL","NULL","NY","NewYorkSchoolforMedicalandDentalAssistants","NULL","302","NULL","NULL","NULL","NULL"
"NULL","NULL","NY","NewYorkTheologicalSeminary","NULL","NULL","NULL","NULL","NULL","NULL"
"47750","0.3207","NY","NewYorkUniversity","65405","25314","29","32","630","750"
"10310","NULL","NY","NiagaraCountyCommunityCollege","10599","4718","NULL","NULL","NULL","NULL"
"29900","0.8474","NY","NiagaraUniversity","41448","3133","20","25","470","570"
"NULL","NULL","NY","EmpireBeautySchoolPeekskill","NULL","42","NULL","NULL","NULL","NULL"
"11453","NULL","NY","NorthCountryCommunityCollege","14418","905","NULL","NULL","NULL","NULL"
"NULL","NULL","NY","NewYorkCollegeofPodiatricMedicine","NULL","NULL","NULL","NULL","NULL","NULL"
"33480","0.6777","NY","NewYorkInstituteofTechnology","42584","3951","21","26","500","610"
"22670","0.4194","NY","NewYorkSchoolofInteriorDesign","43404","334","NULL","NULL","465","545"
"24300","0.9857","NY","NyackCollege","36939","1540","16","22","380","510"
"10000","1","NY","OhrHameirTheologicalSeminary","19100","126","NULL","NULL","NULL","NULL"
"9184","NULL","NY","OnondagaCommunityCollege","14267","8009","NULL","NULL","NULL","NULL"
"9614","NULL","NY","OrangeCountyCommunityCollege","10308","5354","NULL","NULL","NULL","NULL"
"NULL","NULL","NY","OtsegoAreaBOCESPracticalNursingProgram","NULL","44","NULL","NULL","NULL","NULL"
"41333","0.8383","NY","PaceUniversityNewYork","54829","8371","21","26","470","580"
"27130","0.6878","NY","PaulSmithsCollegeofArtsandScience","41216","885","NULL","NULL","NULL","NULL"
"NULL","NULL","NY","ContinentalSchoolofBeautyCultureWestSeneca","NULL","103","NULL","NULL","NULL","NULL"
"11350","0.2922","NY","PlazaCollege","18950","732","NULL","NULL","NULL","NULL"
"13540","0.4322","NY","DavisCollege","20923","231","NULL","NULL","NULL","NULL"
"46586","0.5739","NY","PrattInstituteMain","59228","3356","23","28","440","630"
"NULL","NULL","NY","ProfessionalBusinessCollege","NULL","0","NULL","NULL","NULL","NULL"
"12250","1","NY","RabbinicalAcademyMesivtaRabbiChaimBerlin","18907","158","NULL","NULL","NULL","NULL"
"7750","NULL","NY","RabbinicalCollegeBoboverYeshivaBneiZion","14193","286","NULL","NULL","NULL","NULL"
"8000","0.6667","NY","RabbinicalCollegeofCh'sanSoferNewYork","20600","20","NULL","NULL","NULL","NULL"
"12050","0.9545","NY","RabbinicalCollegeBethShraga","20550","43","NULL","NULL","NULL","NULL"
"8800","0.8","NY","RabbinicalCollegeofLongIsland","NULL","152","NULL","NULL","NULL","NULL"
"9600","0.9891","NY","RabbinicalSeminaryofAmerica","18100","243","NULL","NULL","NULL","NULL"
"49341","0.4187","NY","RensselaerPolytechnicInstitute","64198","5781","28","32","670","770"
"NULL","NULL","NY","RidleyLowellBusinessTechnicalInstituteBinghamton","NULL","112","NULL","NULL","NULL","NULL"
"28630","0.6632","NY","RobertsWesleyanCollege","41358","1282","20","26","470","590"
"37124","0.5727","NY","RochesterInstituteofTechnology","49013","12873","26","31","580","680"
"48280","0.3382","NY","UniversityofRochester","63268","6125","NULL","NULL","NULL","NULL"
"8953","NULL","NY","RocklandCommunityCollege","14015","6040","NULL","NULL","NULL","NULL"
"NULL","NULL","NY","EmpireBeautySchoolManhattan","NULL","566","NULL","NULL","NULL","NULL"
"28400","0.5391","NY","TheSageColleges","41035","1605","NULL","NULL","NULL","NULL"
"NULL","NULL","NY","StBernard'sSchoolofTheologyandMinistry","NULL","NULL","NULL","NULL","NULL","NULL"
"31389","0.6599","NY","StBonaventureUniversity","43387","1637","21","27","470","590"
"23800","0.7878","NY","StFrancisCollege","28692","2578","17","22","400","500"
"18600","0.3333","NY","StJoseph'sCollegeofNursingatStJoseph'sHospitalHealthCenter","27803","287","NULL","NULL","NULL","NULL"
"49420","0.4617","NY","StLawrenceUniversity","61632","2347","NULL","NULL","NULL","NULL"
"29826","0.8176","NY","TheCollegeofSaintRose","42616","2626","NULL","NULL","NULL","NULL"
"28740","0.7888","NY","StThomasAquinasCollege","39073","1170","18","22","420","530"
"12142","1","NY","SamaritanHospitalSchoolofNursing","20486","147","NULL","NULL","NULL","NULL"
"51038","0.5338","NY","SarahLawrenceCollege","66323","1283","NULL","NULL","NULL","NULL"
"7582","NULL","NY","SchenectadyCountyCommunityCollege","9564","3299","NULL","NULL","NULL","NULL"
"9460","0.3016","NY","Sh'orYoshuvRabbinicalCollege","18300","102","NULL","NULL","NULL","NULL"
"33415","0.7602","NY","SienaCollege","48809","3062","NULL","NULL","NULL","NULL"
"49120","0.365","NY","SkidmoreCollege","62750","2619","26","30","560","673"
"24113","0.6792","NY","StJoseph'sCollegeNewYork","28621","3833","19","24","460","560"
"NULL","NULL","NY","SaintVladimirsOrthodoxTheologicalSeminary","NULL","NULL","NULL","NULL","NULL","NULL"
"NULL","NULL","NY","SpanishAmericanInstitute","NULL","0","NULL","NULL","NULL","NULL"
"21264","0.5","NY","SaintElizabethCollegeofNursing","23900","206","NULL","NULL","NULL","NULL"
"30690","0.6236","NY","SaintJohnFisherCollege","42107","2782","21","26","510","600"
"21769","NULL","NY","StPaul'sSchoolofNursingStatenIsland","36217","546","NULL","NULL","NULL","NULL"
"38680","0.6493","NY","StJohn'sUniversityNewYork","51528","11244","22","27","480","600"
"13650","NULL","NY","NewYorkCareerInstitute","19805","420","NULL","NULL","NULL","NULL"
"NULL","NULL","NY","BranfordHallCareerInstituteBohemiaCampus","NULL","479","NULL","NULL","NULL","NULL"
"10174","NULL","NY","SullivanCountyCommunityCollege","14267","1079","NULL","NULL","NULL","NULL"
"14617","0.568","NY","SUNYCollegeofTechnologyatAlfred","22553","3669","18","24","460","580"
"12245","0.8473","NY","SUNYCollegeofTechnologyatCanton","19791","3041","NULL","NULL","NULL","NULL"
"12225","0.5426","NY","SUNYCollegeofTechnologyatDelhi","21822","3234","NULL","NULL","NULL","NULL"
"17569","0.7335","NY","SUNYCollegeofAgricultureandTechnologyatCobleskill","22045","2420","16","22","370","500"
"17658","0.4401","NY","FarmingdaleStateCollege","14718","7977","19","23","460","550"
"18020","0.5827","NY","MorrisvilleStateCollege","23522","2694","17","21","390","500"
"22116","0.5644","NY","SUNYatAlbany","22568","12698","22","26","510","590"
"22173","0.4249","NY","SUNYatBinghamton","23480","13465","27","31","630","703"
"24461","0.5999","NY","UniversityatBuffalo","23249","19692","24","29","550","650"
"23935","0.4099","NY","StonyBrookUniversity","22000","16583","26","31","600","720"
"17698","0.5195","NY","SUNYCollegeofEnvironmentalScienceandForestry","24366","1746","25","29","560","660"
"17609","0.6046","NY","SUNYPolytechnicInstitute","21439","1950","23","28","490","670"
"17254","0.5267","NY","SUNYCollegeatBrockport","20867","6997","20","25","470","570"
"17519","0.6231","NY","SUNYBuffaloState","18907","9018","16","22","400","500"
"17900","0.5084","NY","SUNYCortland","23273","6276","NULL","NULL","NULL","NULL"
"17924","0.5925","NY","SUNYatFredonia","22066","4542","21","26","460","580"
"17963","0.7274","NY","SUNYCollegeatGeneseo","22716","5548","25","29","550","650"
"17587","0.4151","NY","StateUniversityofNewYorkatNewPaltz","21716","6498","23","27","515","600"
"17720","0.4872","NY","SUNYOneonta","22414","5825","22","25","510","590"
"17784","0.5101","NY","SUNYCollegeatOswego","22061","7046","22","26","510","600"
"17773","0.7391","NY","SUNYCollegeatPotsdam","21315","3595","NULL","NULL","NULL","NULL"
"18117","0.408","NY","SUNYatPurchaseCollege","24561","3914","22","27","470","570"
"NULL","NULL","NY","SUNYCollegeofOptometry","NULL","NULL","NULL","NULL","NULL","NULL"
"17493","0.5009","NY","SUNYCollegeatOldWestbury","18532","3998","NULL","NULL","450","550"
"17700","0.4969","NY","SUNYCollegeatPlattsburgh","21479","5272","21","25","500","600"
"NULL","NULL","NY","SUNYDownstateMedicalCenter","NULL","347","NULL","NULL","NULL","NULL"
"16835","NULL","NY","SUNYEmpireStateCollege","20898","9825","NULL","NULL","NULL","NULL"
"17659","0.6833","NY","SUNYMaritimeCollege","22648","1667","22","26","530","610"
"NULL","NULL","NY","UpstateMedicalUniversity","NULL","217","NULL","NULL","NULL","NULL"
"13750","NULL","NY","SwedishInstituteaCollegeofHealthSciences","23096","886","NULL","NULL","NULL","NULL"
"43318","0.4833","NY","SyracuseUniversity","59047","14620","24","29","560","660"
"9300","1","NY","TalmudicalSeminaryOholeiTorah","20159","349","NULL","NULL","NULL","NULL"
"5100","NULL","NY","TalmudicalInstituteofUpstateNewYork","13000","9","NULL","NULL","NULL","NULL"
"NULL","NULL","NY","TeachersCollegeatColumbiaUniversity","NULL","NULL","NULL","NULL","NULL","NULL"
"13700","NULL","NY","TechnicalCareerInstitutes","21962","2081","NULL","NULL","NULL","NULL"
"10616","NULL","NY","TompkinsCortlandCommunityCollege","15784","2706","NULL","NULL","NULL","NULL"
"10750","1","NY","TorahTemimahTalmudicalSeminary","16628","89","NULL","NULL","NULL","NULL"
"16700","0.3412","NY","TouroCollege","24148","5965","NULL","NULL","NULL","NULL"
"16290","0.5033","NY","TrocaireCollege","21170","1230","NULL","NULL","NULL","NULL"
"NULL","NULL","NY","ExcelsiorCollege","NULL","39735","NULL","NULL","NULL","NULL"
"9172","NULL","NY","UlsterCountyCommunityCollege","10119","1895","NULL","NULL","NULL","NULL"
"NULL","NULL","NY","SanfordBrownInstituteNewYork","NULL","521","NULL","NULL","NULL","NULL"
"50013","0.3831","NY","UnionCollege","62038","2206","NULL","NULL","NULL","NULL"
"NULL","NULL","NY","UnionTheologicalSeminaryintheCityofNewYork","NULL","NULL","NULL","NULL","NULL","NULL"
"13575","NULL","NY","UnitedTalmudicalSeminary","18495","2096","NULL","NULL","NULL","NULL"
"1107","0.2172","NY","UnitedStatesMerchantMarineAcademy","9103","904","NULL","NULL","620","640"
"34466","0.829","NY","UticaCollege","46704","3041","NULL","NULL","NULL","NULL"
"13500","NULL","NY","UticaSchoolofCommerce","21169","107","NULL","NULL","NULL","NULL"
"51250","0.2573","NY","VassarCollege","63390","2414","30","33","660","740"
"20260","0.8476","NY","VillaMariaCollege","24305","541","NULL","NULL","NULL","NULL"
"35000","0.7533","NY","SchoolofVisualArts","52435","3581","20","27","460","610"
"42480","0.685","NY","WagnerCollege","52742","1748","NULL","NULL","NULL","NULL"
"46000","0.3619","NY","WebbInstitute","62905","91","30","33","750","770"
"37500","0.627","NY","WellsCollege","51038","548","21","25","450","540"
"21015","0.9153","NY","TheCollegeofWestchester","27871","962","NULL","NULL","NULL","NULL"
"12213","NULL","NY","SUNYWestchesterCommunityCollege","12256","11689","NULL","NULL","NULL","NULL"
"NULL","NULL","NY","WestchesterSchoolofBeautyCulture","NULL","76","NULL","NULL","NULL","NULL"
"16860","0.9259","NY","WoodTobeCoburnSchool","21348","296","NULL","NULL","NULL","NULL"
"9290","NULL","NY","WordofLifeBibleInstitute","16226","605","NULL","NULL","NULL","NULL"
"9650","1","NY","YeshivaKarlinStolin","14252","136","NULL","NULL","NULL","NULL"
"8100","1","NY","YeshivatMikdashMelech","NULL","16","NULL","NULL","NULL","NULL"
"11300","0.6207","NY","YeshivaDerechChaim","17800","95","NULL","NULL","NULL","NULL"
"8200","NULL","NY","YeshivaofNitraRabbinicalCollege","15661","220","NULL","NULL","NULL","NULL"
"14960","0.8049","NY","YeshivaShaarHatorah","17480","66","NULL","NULL","NULL","NULL"
"39530","0.8049","NY","YeshivaUniversity","56555","2740","24","29","560","680"
"8600","1","NY","YeshivathViznitz","17259","510","NULL","NULL","NULL","NULL"
"11600","1","NY","YeshivathZichronMoshe","19100","147","NULL","NULL","NULL","NULL"
"7399","NULL","NC","CollegeoftheAlbemarle","11431","1562","NULL","NULL","NULL","NULL"
"17124","NULL","NC","TheArtInstituteofCharlotte","31025","839","NULL","NULL","NULL","NULL"
"6481","NULL","NC","SouthPiedmontCommunityCollege","11444","1649","NULL","NULL","NULL","NULL"
"20677","0.6638","NC","AppalachianStateUniversity","19359","16126","23","28","530","620"
"8563","NULL","NC","AshevilleBuncombeTechnicalCommunityCollege","14072","5113","NULL","NULL","NULL","NULL"
"27941","0.4178","NC","BartonCollege","39695","975","18","23","430","540"
"8512","NULL","NC","BeaufortCountyCommunityCollege","15172","1298","NULL","NULL","NULL","NULL"
"18500","0.6787","NC","BelmontAbbeyCollege","31581","1482","19","25","450","560"
"18150","0.9486","NC","BennettCollege","30150","508","NULL","NULL","NULL","NULL"
"8541","NULL","NC","BladenCommunityCollege","13296","1064","NULL","NULL","NULL","NULL"
"8533","NULL","NC","BlueRidgeCommunityCollege","13158","1628","NULL","NULL","NULL","NULL"
"26980","0.4106","NC","BrevardCollege","37268","725","NULL","NULL","NULL","NULL"
"8548","NULL","NC","BrunswickCommunityCollege","12059","1230","NULL","NULL","NULL","NULL"
"11976","0.9375","NC","CabarrusCollegeofHealthSciences","20557","423","19","22","420","520"
"8588","NULL","NC","CaldwellCommunityCollegeandTechnicalInstitute","16689","2032","NULL","NULL","NULL","NULL"
"28820","0.735","NC","CampbellUniversity","45424","4401","19","24","460","560"
"8798","NULL","NC","CapeFearCommunityCollege","13927","8067","NULL","NULL","NULL","NULL"
"NULL","0.6667","NC","CarolinaSchoolofBroadcasting","NULL","55","NULL","NULL","NULL","NULL"
"7312","NULL","NC","CarteretCommunityCollege","15220","1176","NULL","NULL","NULL","NULL"
"28730","0.3179","NC","CatawbaCollege","40475","1254","18","24","440","560"
"7571","NULL","NC","CatawbaValleyCommunityCollege","11119","4165","NULL","NULL","NULL","NULL"
"19425","1","NC","SouthCollegeAsheville","32200","352","NULL","NULL","NULL","NULL"
"8556","NULL","NC","CentralCarolinaCommunityCollege","12297","3656","NULL","NULL","NULL","NULL"
"8808","NULL","NC","CentralPiedmontCommunityCollege","11253","17922","NULL","NULL","NULL","NULL"
"23400","0.6175","NC","ChowanUniversity","33753","1514","14","17","350","430"
"8542","NULL","NC","ClevelandCommunityCollege","5480","1799","NULL","NULL","NULL","NULL"
"8478","NULL","NC","CoastalCarolinaCommunityCollege","13546","3930","NULL","NULL","NULL","NULL"
"6535","NULL","NC","CravenCommunityCollege","12673","2840","NULL","NULL","NULL","NULL"
"8604","NULL","NC","DavidsonCountyCommunityCollege","11669","3127","NULL","NULL","NULL","NULL"
"46966","0.2213","NC","DavidsonCollege","60921","1779","29","32","630","720"
"49241","0.1142","NC","DukeUniversity","63999","6501","31","34","690","790"
"6388","NULL","NC","DurhamTechnicalCommunityCollege","11382","3767","NULL","NULL","NULL","NULL"
"22154","0.6904","NC","EastCarolinaUniversity","21040","21697","21","24","500","570"
